;repository;method;msa;clustering;nRF;nwk;true_nwk;time
1;1;avg_L-MinEvolRec;true_msa;true_clustering;0.0;"(((((transcript_7-18_ENSMUSG00000036980:0.006348[&&NHX:label=speciation],(transcript_8-43_ENSRNOG00000001355:0.004[&&NHX:label=speciation],transcript_8-18_ENSRNOG00000001355:0.004[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.035951[&&NHX:label=duplication],(transcript_10-18_ENSG00000106290:0.004049[&&NHX:label=speciation],transcript_11-18_ENSPTRG00000019474:0.001615[&&NHX:label=speciation])1:0.004366[&&NHX:label=speciation])1:0.029886[&&NHX:label=duplication],transcript_12-18_ENSDARG00000102998:0.075226[&&NHX:label=speciation])1:0.012841[&&NHX:label=speciation],(((transcript_3-24_FBgn0010417:0[&&NHX:label=speciation],transcript_3-26_FBgn0010417:0[&&NHX:label=speciation])1:0.0055[&&NHX:label=creation],transcript_3-22_FBgn0010417:0.0055[&&NHX:label=speciation])1:0.118722[&&NHX:label=creation],(transcript_3-18_FBgn0010417:0.00575[&&NHX:label=speciation],(transcript_3-25_FBgn0010417:0.0035[&&NHX:label=speciation],transcript_3-23_FBgn0010417:0.0035[&&NHX:label=speciation])1:0.00225[&&NHX:label=creation])1:0.118472[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation],(transcript_3-15_FBgn0010417:0.546437[&&NHX:label=speciation],(((transcript_7-15_ENSMUSG00000036980:0.006348[&&NHX:label=speciation],transcript_8-15_ENSRNOG00000001355:0.237378[&&NHX:label=speciation])1:0.035951[&&NHX:label=duplication],(transcript_10-15_ENSG00000106290:0.004049[&&NHX:label=speciation],transcript_11-15_ENSPTRG00000019474:0.001615[&&NHX:label=speciation])1:0.004366[&&NHX:label=speciation])1:0.029886[&&NHX:label=duplication],transcript_12-15_ENSDARG00000102998:0.075226[&&NHX:label=speciation])1:0.012841[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation];";"(((((transcript_3-26_FBgn0010417:1,transcript_3-24_FBgn0010417:1)1:1,transcript_3-22_FBgn0010417:1)1:1,((transcript_3-25_FBgn0010417:1,transcript_3-23_FBgn0010417:1)1:1,transcript_3-18_FBgn0010417:1)1:1)1:1,(((transcript_7-18_ENSMUSG00000036980:1,(transcript_8-43_ENSRNOG00000001355:1,transcript_8-18_ENSRNOG00000001355:1)1:1)1:1,(transcript_10-18_ENSG00000106290:1,transcript_11-18_ENSPTRG00000019474:1)1:1)1:1,transcript_12-18_ENSDARG00000102998:1)1:1)1:1,(transcript_3-15_FBgn0010417:1,(((transcript_7-15_ENSMUSG00000036980:1,transcript_8-15_ENSRNOG00000001355:1)1:1,(transcript_10-15_ENSG00000106290:1,transcript_11-15_ENSPTRG00000019474:1)1:1)1:1,transcript_12-15_ENSDARG00000102998:1)1:1)1:1);";0.4357750415802002
2;2;avg_L-MinEvolRec;true_msa;true_clustering;0.1;"(transcript_3-16_FBgn0010417:0.546437[&&NHX:label=speciation],((((transcript_7-0_ENSMUSG00000036980:0.006348[&&NHX:label=speciation],transcript_8-0_ENSRNOG00000001355:0.237378[&&NHX:label=speciation])1:0.035951[&&NHX:label=duplication],(transcript_10-0_ENSG00000106290:0.004049[&&NHX:label=speciation],transcript_11-0_ENSPTRG00000019474:0.001615[&&NHX:label=speciation])1:0.004366[&&NHX:label=speciation])1:0.029886[&&NHX:label=duplication],transcript_12-0_ENSDARG00000102998:0.075226[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(((transcript_7-16_ENSMUSG00000036980:0.006348[&&NHX:label=speciation],(transcript_8-45_ENSRNOG00000001355:0[&&NHX:label=speciation],transcript_8-16_ENSRNOG00000001355:0.237378[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.035951[&&NHX:label=duplication],(transcript_10-16_ENSG00000106290:0.004049[&&NHX:label=speciation],transcript_11-16_ENSPTRG00000019474:0.001615[&&NHX:label=speciation])1:0.004366[&&NHX:label=speciation])1:0.029886[&&NHX:label=duplication],transcript_12-16_ENSDARG00000102998:0.075226[&&NHX:label=speciation])1:0.012841[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation];";"((transcript_3-16_FBgn0010417:1,(((transcript_7-16_ENSMUSG00000036980:1,(transcript_8-45_ENSRNOG00000001355:1,transcript_8-16_ENSRNOG00000001355:1)1:1)1:1,(transcript_10-16_ENSG00000106290:1,transcript_11-16_ENSPTRG00000019474:1)1:1)1:1,transcript_12-16_ENSDARG00000102998:1)1:1)1:1,(((transcript_7-0_ENSMUSG00000036980:1,transcript_8-0_ENSRNOG00000001355:1)1:1,(transcript_10-0_ENSG00000106290:1,transcript_11-0_ENSPTRG00000019474:1)1:1)1:1,transcript_12-0_ENSDARG00000102998:1)1:1);";0.295623779296875
3;3;avg_L-MinEvolRec;true_msa;true_clustering;0.059000000000000004;"(((transcript_1-12_YGL112C:0.0045[&&NHX:label=speciation],transcript_1-18_YGL112C:0.0045[&&NHX:label=speciation])1:0.005[&&NHX:label=creation],(transcript_1-1_YGL112C:0.0045[&&NHX:label=speciation],transcript_1-20_YGL112C:0.0045[&&NHX:label=speciation])1:0.005[&&NHX:label=creation])1:0[&&NHX:label=creation],((((transcript_7-1_ENSMUSG00000036980:0.006348[&&NHX:label=speciation],transcript_8-1_ENSRNOG00000001355:0.237378[&&NHX:label=speciation])1:0.035951[&&NHX:label=duplication],(transcript_10-1_ENSG00000106290:0.004049[&&NHX:label=speciation],transcript_11-1_ENSPTRG00000019474:0.001615[&&NHX:label=speciation])1:0.004366[&&NHX:label=speciation])1:0.029886[&&NHX:label=duplication],transcript_12-1_ENSDARG00000102998:0.075226[&&NHX:label=speciation])1:0.012841[&&NHX:label=speciation],((((transcript_7-25_ENSMUSG00000036980:0.006348[&&NHX:label=speciation],transcript_8-25_ENSRNOG00000001355:0.237378[&&NHX:label=speciation])1:0.035951[&&NHX:label=duplication],(transcript_10-25_ENSG00000106290:0.004049[&&NHX:label=speciation],transcript_11-25_ENSPTRG00000019474:0.001615[&&NHX:label=speciation])1:0.004366[&&NHX:label=speciation])1:0.029886[&&NHX:label=duplication],transcript_12-25_ENSDARG00000102998:0.075226[&&NHX:label=speciation])1:0[&&NHX:label=speciation],(((transcript_7-26_ENSMUSG00000036980:0.006348[&&NHX:label=speciation],transcript_8-26_ENSRNOG00000001355:0.237378[&&NHX:label=speciation])1:0.035951[&&NHX:label=duplication],(transcript_10-26_ENSG00000106290:0.004049[&&NHX:label=speciation],transcript_11-26_ENSPTRG00000019474:0.001615[&&NHX:label=speciation])1:0.004366[&&NHX:label=speciation])1:0.029886[&&NHX:label=duplication],transcript_12-26_ENSDARG00000102998:0.075226[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation];";"(((transcript_1-18_YGL112C:1,transcript_1-12_YGL112C:1)1:1,(transcript_1-20_YGL112C:1,transcript_1-1_YGL112C:1)1:1)1:1,(((((transcript_7-26_ENSMUSG00000036980:1,transcript_8-26_ENSRNOG00000001355:1)1:1,(transcript_10-26_ENSG00000106290:1,transcript_11-26_ENSPTRG00000019474:1)1:1)1:1,transcript_12-26_ENSDARG00000102998:1)1:1,(((transcript_7-1_ENSMUSG00000036980:1,transcript_8-1_ENSRNOG00000001355:1)1:1,(transcript_10-1_ENSG00000106290:1,transcript_11-1_ENSPTRG00000019474:1)1:1)1:1,transcript_12-1_ENSDARG00000102998:1)1:1)1:1,(((transcript_7-25_ENSMUSG00000036980:1,transcript_8-25_ENSRNOG00000001355:1)1:1,(transcript_10-25_ENSG00000106290:1,transcript_11-25_ENSPTRG00000019474:1)1:1)1:1,transcript_12-25_ENSDARG00000102998:1)1:1)1:1);";0.7440402507781982
4;4;avg_L-MinEvolRec;true_msa;true_clustering;0.0;"(((transcript_7-36_ENSMUSG00000036980:1[&&NHX:label=speciation],(transcript_8-36_ENSRNOG00000001355:1[&&NHX:label=speciation],transcript_8-52_ENSRNOG00000001355:1[&&NHX:label=speciation])1:1[&&NHX:label=creation])1:1[&&NHX:label=duplication],(transcript_10-36_ENSG00000106290:1[&&NHX:label=speciation],transcript_11-36_ENSPTRG00000019474:1[&&NHX:label=speciation])1:1[&&NHX:label=speciation])1:1[&&NHX:label=duplication],transcript_12-36_ENSDARG00000102998:1[&&NHX:label=speciation])1:0[&&NHX:label=speciation];";"(((transcript_7-36_ENSMUSG00000036980:1,(transcript_8-52_ENSRNOG00000001355:1,transcript_8-36_ENSRNOG00000001355:1)1:1)1:1,(transcript_10-36_ENSG00000106290:1,transcript_11-36_ENSPTRG00000019474:1)1:1)1:1,transcript_12-36_ENSDARG00000102998:1);";0.010347604751586914
5;5;avg_L-MinEvolRec;true_msa;true_clustering;0.0;"(((((transcript_7-0_ENSMUSG00000036980:1[&&NHX:label=speciation],transcript_8-0_ENSRNOG00000001355:1[&&NHX:label=speciation])1:1[&&NHX:label=duplication],(transcript_10-0_ENSG00000106290:1[&&NHX:label=speciation],transcript_11-0_ENSPTRG00000019474:1[&&NHX:label=speciation])1:1[&&NHX:label=speciation])1:1[&&NHX:label=duplication],transcript_12-0_ENSDARG00000102998:1[&&NHX:label=speciation])1:1[&&NHX:label=speciation],(transcript_3-44_FBgn0010417:1[&&NHX:label=speciation],transcript_3-0_FBgn0010417:1[&&NHX:label=speciation])1:1[&&NHX:label=creation])1:1[&&NHX:label=speciation],(transcript_1-14_YGL112C:1[&&NHX:label=speciation],transcript_1-0_YGL112C:1[&&NHX:label=speciation])1:1[&&NHX:label=creation])1:0[&&NHX:label=speciation];";"((transcript_1-14_YGL112C:1,transcript_1-0_YGL112C:1)1:1,((transcript_3-44_FBgn0010417:1,transcript_3-0_FBgn0010417:1)1:1,(((transcript_7-0_ENSMUSG00000036980:1,transcript_8-0_ENSRNOG00000001355:1)1:1,(transcript_10-0_ENSG00000106290:1,transcript_11-0_ENSPTRG00000019474:1)1:1)1:1,transcript_12-0_ENSDARG00000102998:1)1:1)1:1);";0.022275924682617188
6;6;avg_L-MinEvolRec;true_msa;true_clustering;0.0;"(((((transcript_7-17_ENSMUSG00000036980:0.006348[&&NHX:label=speciation],transcript_8-17_ENSRNOG00000001355:0.237378[&&NHX:label=speciation])1:0.035951[&&NHX:label=duplication],(transcript_10-17_ENSG00000106290:0.004049[&&NHX:label=speciation],transcript_11-17_ENSPTRG00000019474:0.001615[&&NHX:label=speciation])1:0.004366[&&NHX:label=speciation])1:0.029886[&&NHX:label=duplication],(transcript_12-17_ENSDARG00000102998:0.0055[&&NHX:label=speciation],transcript_12-84_ENSDARG00000102998:0.0055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0.012841[&&NHX:label=speciation],(transcript_3-39_FBgn0010417:0.008[&&NHX:label=speciation],(transcript_3-50_FBgn0010417:0.005[&&NHX:label=speciation],transcript_3-17_FBgn0010417:0.005[&&NHX:label=speciation])1:0.003[&&NHX:label=creation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation],((((transcript_7-23_ENSMUSG00000036980:0.006348[&&NHX:label=speciation],transcript_8-23_ENSRNOG00000001355:0.237378[&&NHX:label=speciation])1:0.035951[&&NHX:label=duplication],(transcript_10-23_ENSG00000106290:0.004049[&&NHX:label=speciation],transcript_11-23_ENSPTRG00000019474:0.001615[&&NHX:label=speciation])1:0.004366[&&NHX:label=speciation])1:0.029886[&&NHX:label=duplication],transcript_12-23_ENSDARG00000102998:0.075226[&&NHX:label=speciation])1:0.012841[&&NHX:label=speciation],(transcript_3-23_FBgn0010417:0.0055[&&NHX:label=speciation],transcript_3-43_FBgn0010417:0.0055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation];";"(((transcript_3-43_FBgn0010417:1,transcript_3-23_FBgn0010417:1)1:1,(((transcript_7-23_ENSMUSG00000036980:1,transcript_8-23_ENSRNOG00000001355:1)1:1,(transcript_10-23_ENSG00000106290:1,transcript_11-23_ENSPTRG00000019474:1)1:1)1:1,transcript_12-23_ENSDARG00000102998:1)1:1)1:1,((transcript_3-39_FBgn0010417:1,(transcript_3-50_FBgn0010417:1,transcript_3-17_FBgn0010417:1)1:1)1:1,(((transcript_7-17_ENSMUSG00000036980:1,transcript_8-17_ENSRNOG00000001355:1)1:1,(transcript_10-17_ENSG00000106290:1,transcript_11-17_ENSPTRG00000019474:1)1:1)1:1,(transcript_12-84_ENSDARG00000102998:1,transcript_12-17_ENSDARG00000102998:1)1:1)1:1)1:1);";0.6309170722961426
7;7;avg_L-MinEvolRec;true_msa;true_clustering;0.0;"(((((transcript_7-19_ENSMUSG00000036980:0.006348[&&NHX:label=speciation],transcript_8-19_ENSRNOG00000001355:0.237378[&&NHX:label=speciation])1:0.035951[&&NHX:label=duplication],(transcript_10-19_ENSG00000106290:0.004049[&&NHX:label=speciation],transcript_11-19_ENSPTRG00000019474:0.001615[&&NHX:label=speciation])1:0.004366[&&NHX:label=speciation])1:0.029886[&&NHX:label=duplication],transcript_12-19_ENSDARG00000102998:0.075226[&&NHX:label=speciation])1:0.012841[&&NHX:label=speciation],(transcript_3-19_FBgn0010417:0.011[&&NHX:label=speciation],transcript_3-46_FBgn0010417:0.011[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation],((transcript_3-20_FBgn0010417:0.546437[&&NHX:label=speciation],(((transcript_7-20_ENSMUSG00000036980:0.006348[&&NHX:label=speciation],transcript_8-20_ENSRNOG00000001355:0.237378[&&NHX:label=speciation])1:0.035951[&&NHX:label=duplication],(transcript_10-20_ENSG00000106290:0.004049[&&NHX:label=speciation],transcript_11-20_ENSPTRG00000019474:0.001615[&&NHX:label=speciation])1:0.004366[&&NHX:label=speciation])1:0.029886[&&NHX:label=duplication],transcript_12-20_ENSDARG00000102998:0.075226[&&NHX:label=speciation])1:0.012841[&&NHX:label=speciation])1:0[&&NHX:label=speciation],((((transcript_7-2_ENSMUSG00000036980:0.006348[&&NHX:label=speciation],transcript_8-2_ENSRNOG00000001355:0.237378[&&NHX:label=speciation])1:0.035951[&&NHX:label=duplication],(transcript_10-2_ENSG00000106290:0.004049[&&NHX:label=speciation],transcript_11-2_ENSPTRG00000019474:0.001615[&&NHX:label=speciation])1:0.004366[&&NHX:label=speciation])1:0.029886[&&NHX:label=duplication],transcript_12-2_ENSDARG00000102998:0.075226[&&NHX:label=speciation])1:0.012841[&&NHX:label=speciation],(transcript_3-40_FBgn0010417:0.0055[&&NHX:label=speciation],transcript_3-2_FBgn0010417:0.0055[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=creation];";"(((transcript_3-46_FBgn0010417:1,transcript_3-19_FBgn0010417:1)1:1,(((transcript_7-19_ENSMUSG00000036980:1,transcript_8-19_ENSRNOG00000001355:1)1:1,(transcript_10-19_ENSG00000106290:1,transcript_11-19_ENSPTRG00000019474:1)1:1)1:1,transcript_12-19_ENSDARG00000102998:1)1:1)1:1,((transcript_3-20_FBgn0010417:1,(((transcript_7-20_ENSMUSG00000036980:1,transcript_8-20_ENSRNOG00000001355:1)1:1,(transcript_10-20_ENSG00000106290:1,transcript_11-20_ENSPTRG00000019474:1)1:1)1:1,transcript_12-20_ENSDARG00000102998:1)1:1)1:1,((transcript_3-40_FBgn0010417:1,transcript_3-2_FBgn0010417:1)1:1,(((transcript_7-2_ENSMUSG00000036980:1,transcript_8-2_ENSRNOG00000001355:1)1:1,(transcript_10-2_ENSG00000106290:1,transcript_11-2_ENSPTRG00000019474:1)1:1)1:1,transcript_12-2_ENSDARG00000102998:1)1:1)1:1)1:1);";0.7988681793212891
8;8;avg_L-MinEvolRec;true_msa;true_clustering;0.0;"(transcript_3-11_FBgn0010417:1[&&NHX:label=speciation],(((transcript_7-11_ENSMUSG00000036980:1[&&NHX:label=speciation],(transcript_8-11_ENSRNOG00000001355:1[&&NHX:label=speciation],transcript_8-41_ENSRNOG00000001355:1[&&NHX:label=speciation])1:1[&&NHX:label=creation])1:1[&&NHX:label=duplication],(transcript_10-11_ENSG00000106290:1[&&NHX:label=speciation],transcript_11-11_ENSPTRG00000019474:1[&&NHX:label=speciation])1:1[&&NHX:label=speciation])1:1[&&NHX:label=duplication],transcript_12-11_ENSDARG00000102998:1[&&NHX:label=speciation])1:1[&&NHX:label=speciation])1:0[&&NHX:label=speciation];";"(transcript_3-11_FBgn0010417:1,(((transcript_7-11_ENSMUSG00000036980:1,(transcript_8-41_ENSRNOG00000001355:1,transcript_8-11_ENSRNOG00000001355:1)1:1)1:1,(transcript_10-11_ENSG00000106290:1,transcript_11-11_ENSPTRG00000019474:1)1:1)1:1,transcript_12-11_ENSDARG00000102998:1)1:1);";0.020694971084594727
9;9;avg_L-MinEvolRec;true_msa;true_clustering;0.0;"(((transcript_7-24_ENSMUSG00000036980:1[&&NHX:label=speciation],transcript_8-24_ENSRNOG00000001355:1[&&NHX:label=speciation])1:1[&&NHX:label=duplication],(transcript_10-24_ENSG00000106290:1[&&NHX:label=speciation],transcript_11-24_ENSPTRG00000019474:1[&&NHX:label=speciation])1:1[&&NHX:label=speciation])1:1[&&NHX:label=duplication],transcript_12-24_ENSDARG00000102998:1[&&NHX:label=speciation])1:0[&&NHX:label=speciation];";"(((transcript_7-24_ENSMUSG00000036980:1,transcript_8-24_ENSRNOG00000001355:1)1:1,(transcript_10-24_ENSG00000106290:1,transcript_11-24_ENSPTRG00000019474:1)1:1)1:1,transcript_12-24_ENSDARG00000102998:1);";0.00758051872253418
10;10;avg_L-MinEvolRec;true_msa;true_clustering;0.0;"(((((transcript_7-4_ENSMUSG00000036980:0.006348[&&NHX:label=speciation],transcript_8-4_ENSRNOG00000001355:0.237378[&&NHX:label=speciation])1:0.035951[&&NHX:label=duplication],(transcript_10-4_ENSG00000106290:0.004049[&&NHX:label=speciation],transcript_11-4_ENSPTRG00000019474:0.001615[&&NHX:label=speciation])1:0.004366[&&NHX:label=speciation])1:0.029886[&&NHX:label=duplication],transcript_12-4_ENSDARG00000102998:0.075226[&&NHX:label=speciation])1:0.012841[&&NHX:label=speciation],(transcript_3-43_FBgn0010417:0.0105[&&NHX:label=speciation],transcript_3-4_FBgn0010417:0.0105[&&NHX:label=speciation])1:0[&&NHX:label=creation])1:0[&&NHX:label=speciation],(transcript_3-27_FBgn0010417:0.546437[&&NHX:label=speciation],(((transcript_7-27_ENSMUSG00000036980:0.006348[&&NHX:label=speciation],transcript_8-27_ENSRNOG00000001355:0.237378[&&NHX:label=speciation])1:0.035951[&&NHX:label=duplication],(transcript_10-27_ENSG00000106290:0.004049[&&NHX:label=speciation],transcript_11-27_ENSPTRG00000019474:0.001615[&&NHX:label=speciation])1:0.004366[&&NHX:label=speciation])1:0.029886[&&NHX:label=duplication],transcript_12-27_ENSDARG00000102998:0.075226[&&NHX:label=speciation])1:0.012841[&&NHX:label=speciation])1:0[&&NHX:label=speciation])1:0[&&NHX:label=creation];";"((transcript_3-27_FBgn0010417:1,(((transcript_7-27_ENSMUSG00000036980:1,transcript_8-27_ENSRNOG00000001355:1)1:1,(transcript_10-27_ENSG00000106290:1,transcript_11-27_ENSPTRG00000019474:1)1:1)1:1,transcript_12-27_ENSDARG00000102998:1)1:1)1:1,((transcript_3-43_FBgn0010417:1,transcript_3-4_FBgn0010417:1)1:1,(((transcript_7-4_ENSMUSG00000036980:1,transcript_8-4_ENSRNOG00000001355:1)1:1,(transcript_10-4_ENSG00000106290:1,transcript_11-4_ENSPTRG00000019474:1)1:1)1:1,transcript_12-4_ENSDARG00000102998:1)1:1)1:1);";0.2695333957672119
